scenario,detector_name,best_macro_f1
drift_ot,ADWIN,0.2713762391185729
catch24_drift_ot,ADWIN,0.3672277716375363
drift_ot,PageHinkley,0.2878187041589595
catch24_drift_ot,PageHinkley,0.3455517393766004
drift_ot,KSWIN,0.3168379914898012
catch24_drift_ot,KSWIN,0.4054628675941181
drift_ot,CUSUM,0.2666291784062224
catch24_drift_ot,CUSUM,0.33221147638118625
drift_ot,EWMAChart,0.2695478451994093
catch24_drift_ot,EWMAChart,0.37040530215014217
drift_ot,GeometricMovingAverage,0.22673783447770687
catch24_drift_ot,GeometricMovingAverage,0.34131964309260415
drift_ot,HDDMAverage,0.26034877309802895
catch24_drift_ot,HDDMAverage,0.3603802990879608
drift_ot,HDDMWeighted,0.17575026113272066
catch24_drift_ot,HDDMWeighted,0.3225985618223491
drift_ot,SEED,0.23624442225836548
catch24_drift_ot,SEED,0.35639999590074306
