fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,baseline,,0.0,0.0,0.2321201954036951,0.0031747017055749893,0.2352948971092701,517638,59048,0.0004484218612306189,5.3764762660462496e-05,0.0
1,baseline,,0.0,0.0,0.016264209523797035,0.0018712971359491348,0.01813550665974617,513680,63006,3.1662142820037836e-05,2.970030054199814e-05,0.0
2,baseline,,0.0,0.0,0.016140658408403397,0.0016531776636838913,0.017793836072087288,522370,54316,3.0898900029487524e-05,3.0436292504674336e-05,0.0
3,baseline,,0.0,0.0,0.02430904656648636,0.0024783704429864883,0.026787417009472847,516713,59973,4.704554862464532e-05,4.132477019636317e-05,0.0
4,baseline,,0.0,0.0,0.01844281516969204,0.0016394872218370438,0.020082302391529083,516023,60663,3.5740296788499816e-05,2.702614809417674e-05,0.0
5,baseline,,0.0,0.0,0.018465235829353333,0.0015396159142255783,0.02000485174357891,521190,55496,3.542899101930838e-05,2.7742826766353943e-05,0.0
6,baseline,,0.0,0.0,0.015827342867851257,0.001760317012667656,0.017587659880518913,519476,57210,3.0467900091344463e-05,3.0769393684105155e-05,0.0
7,baseline,,0.0,0.0,0.018066085875034332,0.0016997624188661575,0.01976584829390049,520974,55712,3.4677519175686946e-05,3.0509807920486746e-05,0.0
8,baseline,,0.0,0.0,0.01598791591823101,0.0014923308044672012,0.01748024672269821,522247,54439,3.0613705618665135e-05,2.741289892296334e-05,0.0
9,baseline,,0.0,0.0,0.01589306630194187,0.0017583612352609634,0.017651427537202835,519863,56823,3.0571643494424246e-05,3.094453364413993e-05,0.0
