fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,baseline,,9.111938847228885,517638,0.01760291718774295
1,baseline,,9.080230083316565,513680,0.017676822308278627
2,baseline,,8.636604091152549,522370,0.016533499418329056
3,baseline,,8.534690011292696,516713,0.016517273634092226
4,baseline,,9.24193468876183,516023,0.017909927830274678
5,baseline,,8.64754744619131,521190,0.01659192894374664
6,baseline,,8.591824205592275,519476,0.016539405488592878
7,baseline,,8.907074648886919,520974,0.01709696577734574
8,baseline,,8.98694852925837,522247,0.017208233899396973
9,baseline,,8.917272806167603,519863,0.017153120737901338
