scenario,detector,n_folds,t_fit_scaler_total_s,t_deteccao_total_s,t_extracao_treino_total_s,t_extracao_teste_total_s,t_catch22_extracao_unica_s,t_total_extracao_todos_folds_s,t_total_extracao_mean_s,t_total_extracao_std_s,t_por_amostra_treino_ms_mean,t_por_amostra_teste_ms_mean
baseline,,10,0.0,0.0,0.39151657186448574,0.019067421555519104,0.0,0.41058399342000484,0.041058399342000486,0.06830445680550898,7.555285088927187e-05,3.2963173493572396e-05
