scenario,detector,mem_X_train_mb__mean,mem_X_train_mb__std,mem_X_train_mb__max,mem_X_train_mb__min,mem_X_test_mb__mean,mem_X_test_mb__std,mem_X_test_mb__max,mem_X_test_mb__min,n_train_cols__max,mem_catch22_cache_mb__mean
baseline,,10.926237279718572,0.16188087262301096,11.182971954345703,10.530155181884766,1.0927370244806462,0.16188087262301107,1.4888191223144531,0.8360023498535156,6,0.0
catch24,,259.26348703557795,3.8505456728797225,265.41223526000977,249.88635635375977,25.926462000066582,3.85054567287972,35.303592681884766,19.77771377563477,144,285.1925926208496
catch24_drift,GeometricMovingAverage,280.86876713145864,4.171424478953019,287.52991104125977,270.71020889282227,28.086990009654652,4.171424478953028,38.245548248291016,21.42584609985352,156,285.1925926208496
drift,CUSUM,21.852348674427382,0.32376174524602086,22.36581802368164,21.06018447875977,2.185348163951527,0.32376174524602214,2.9775123596191406,1.6718788146972656,12,0.0
