scenario,detector,t_fit_pipeline_s__sum,t_fit_pipeline_s__mean,t_fit_pipeline_s__std,t_fit_por_amostra_ms__mean,t_fit_por_amostra_ms__std,n_train_samples__sum
catch24_drift,KSWIN,320.96240991540253,40.12030123942532,0.44967810465043295,0.15948864855998998,0.0016068220265424774,2012444
drift,KSWIN,99.32342718914151,12.415428398642689,0.2721268658058161,0.04917735412799836,0.0010132545383876165,2019668
