scenario,detector,t_fit_scaler_s__sum,t_fit_scaler_s__mean,t_fit_scaler_s__std,t_deteccao_s__sum,t_deteccao_s__mean,t_deteccao_s__std,t_extracao_treino_s__sum,t_extracao_treino_s__mean,t_extracao_treino_s__std,t_extracao_teste_s__sum,t_extracao_teste_s__mean,t_extracao_teste_s__std,t_total_extracao_s__sum,t_total_extracao_s__mean,t_total_extracao_s__std,t_por_amostra_treino_ms__mean,t_por_amostra_treino_ms__std,t_por_amostra_teste_ms__mean,t_por_amostra_teste_ms__std,n_train_samples__sum,n_test_samples__sum
catch24_drift,KSWIN,0.6893210802227256,0.0861651350278407,0.001440335794993081,8821.113281842321,1102.6391602302901,7.322272262964147,30.063487585633993,3.757935948204249,0.07136821315153802,4.255911001935601,0.5319888752419502,0.022112757009853826,8856.122001510113,1107.0152501887642,7.3002206459641625,0.01493840111215315,0.00024930939815603155,0.014801355296748687,0.00028957872236874357,2012444,287492
drift,KSWIN,0.3704647235572335,0.046308090444654185,0.004892300826196831,8832.370947262272,1104.046368407784,7.059338881953787,22.780461171641946,2.8475576464552432,0.02238763328475525,3.2585358787328,0.4073169848416,0.01490493869022542,8858.780409036204,1107.3475511295255,7.053838423475148,0.011279248858165013,6.041034070597385e-05,0.011292396175243524,7.127764580381037e-05,2019668,288524
