RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.7948277184646914,0.861016828013318,0.8453850920874946,0.7505508216677956,0.5796493943034858,0.8986379931149232,0.8986782539355639,0.9337362007228506,0.8871226545505698,0.9958754008047583,0.8123253974944558,0.8404411212807591,usc_had
