scenario,detector_name,best_macro_f1
drift_ot,ADWIN,0.6735285343979382
catch24_drift_ot,ADWIN,0.7818123573254879
drift_ot,PageHinkley,0.753658419240188
catch24_drift_ot,PageHinkley,0.867738646521969
drift_ot,KSWIN,0.7571207490018832
catch24_drift_ot,KSWIN,0.880255478336314
drift_ot,CUSUM,0.7473191152887657
catch24_drift_ot,CUSUM,0.8661655873631506
drift_ot,EWMAChart,0.508731667155326
catch24_drift_ot,EWMAChart,0.7631188558616147
drift_ot,GeometricMovingAverage,0.6998215089901946
catch24_drift_ot,GeometricMovingAverage,0.8116442177814418
drift_ot,HDDMAverage,0.745715874552197
catch24_drift_ot,HDDMAverage,0.8061157578043826
drift_ot,HDDMWeighted,0.6515732699299306
catch24_drift_ot,HDDMWeighted,0.777275910266419
drift_ot,SEED,0.6919709622001285
catch24_drift_ot,SEED,0.7712740381148615
