feature,feature_importance_mdi
right_wrist_gyro_y__mean,0.09243486140805135
right_wrist_acc_x__SD,0.0903863234966264
right_wrist_acc_x__mean,0.08033088508080471
right_wrist_gyro_x__SD,0.055208205363335275
right_wrist_acc_y__SD,0.04874679799958539
right_wrist_gyro_y__SD,0.0457628135802786
right_wrist_acc_z__SD,0.04205351180177284
right_wrist_acc_z__mean,0.04117675343972797
right_wrist_gyro_x__mean,0.036358646107400236
right_wrist_acc_y__mean,0.025646134709402208
right_wrist_acc_x__high_fluctuation,0.02171295100762001
right_wrist_gyro_x__stretch_decreasing,0.02060521780989946
right_wrist_acc_x__ami2,0.01814644648100064
right_wrist_acc_x__centroid_freq,0.016961729185561564
right_wrist_gyro_x__entropy_pairs,0.016260041787403638
right_wrist_acc_z__entropy_pairs,0.015545486390958173
right_wrist_gyro_x__centroid_freq,0.012677258365080771
right_wrist_acc_x__forecast_error,0.01195821248477385
right_wrist_acc_x__acf_timescale,0.010562238354343797
right_wrist_acc_x__stretch_high,0.01034423398039653
right_wrist_acc_x__entropy_pairs,0.010102759034989028
right_wrist_acc_y__whiten_timescale,0.009913229090056718
right_wrist_gyro_x__forecast_error,0.009880205663609571
right_wrist_acc_z__acf_timescale,0.009550293452618434
right_wrist_acc_x__periodicity,0.00951186739346755
right_wrist_gyro_x__acf_first_min,0.009396516075432538
right_wrist_acc_z__ami_timescale,0.00936480081380134
right_wrist_gyro_y__entropy_pairs,0.009199798493082145
right_wrist_acc_x__stretch_decreasing,0.009013976712889992
right_wrist_acc_x__acf_first_min,0.008914392468177705
right_wrist_acc_z__acf_first_min,0.008816628507326733
right_wrist_acc_z__high_fluctuation,0.008756940920634441
right_wrist_acc_z__stretch_decreasing,0.00823645592225407
right_wrist_acc_z__low_freq_power,0.007363745169276476
right_wrist_gyro_x__ami2,0.007265650242190792
right_wrist_gyro_x__low_freq_power,0.006886451867430865
right_wrist_acc_z__ami2,0.006203966976282623
right_wrist_acc_y__mode_10,0.006023306275989577
right_wrist_gyro_x__high_fluctuation,0.005688112670090264
right_wrist_acc_z__centroid_freq,0.00563893271388579
right_wrist_gyro_x__acf_timescale,0.00561357312844081
right_wrist_acc_x__dfa,0.005405063474532769
right_wrist_gyro_y__centroid_freq,0.005259986395510577
right_wrist_acc_x__low_freq_power,0.005191977030088105
right_wrist_acc_x__whiten_timescale,0.005191834116278653
right_wrist_acc_z__forecast_error,0.00512747868026979
right_wrist_gyro_y__high_fluctuation,0.0051049031526970295
right_wrist_gyro_x__ami_timescale,0.0041524007285972525
right_wrist_gyro_y__ami2,0.0041150235152232475
right_wrist_acc_y__high_fluctuation,0.0037835506367399074
right_wrist_acc_y__low_freq_power,0.0037122082366511894
right_wrist_acc_z__stretch_high,0.0036997200326985046
right_wrist_gyro_y__stretch_decreasing,0.0036398013732602337
right_wrist_gyro_y__low_freq_power,0.0035638621892562835
right_wrist_gyro_y__forecast_error,0.003457292093510418
right_wrist_acc_y__stretch_decreasing,0.0031700025301529887
right_wrist_acc_x__mode_10,0.00315033458843117
right_wrist_gyro_y__acf_timescale,0.0030685893714793395
right_wrist_acc_x__rs_range,0.0030588865344517375
right_wrist_gyro_x__embedding_dist,0.003007925744671002
right_wrist_acc_y__periodicity,0.0029584525047804044
right_wrist_acc_y__acf_first_min,0.00282447062312868
right_wrist_acc_x__ami_timescale,0.002705675225905359
right_wrist_acc_y__entropy_pairs,0.0023873589227311064
right_wrist_acc_y__acf_timescale,0.0023201015496483587
right_wrist_acc_z__periodicity,0.0019148059885433766
right_wrist_gyro_x__periodicity,0.0018546291489413157
right_wrist_acc_x__embedding_dist,0.0017518911349928804
right_wrist_acc_y__dfa,0.0016505045270081811
right_wrist_acc_y__stretch_high,0.0015070040733291667
right_wrist_acc_y__ami2,0.0013888896065145937
right_wrist_acc_z__embedding_dist,0.0013653418661582035
right_wrist_acc_y__centroid_freq,0.0013348329592132299
right_wrist_acc_y__forecast_error,0.0012488997302744006
right_wrist_acc_x__transition_matrix,0.0012373184531632216
right_wrist_gyro_y__embedding_dist,0.0010479198502301177
right_wrist_acc_y__ami_timescale,0.0008517517234022662
