fold,scenario,detector,n_train_rows,n_train_cols,mem_X_train_mb,n_test_rows,n_test_cols,mem_X_test_mb,mem_catch22_cache_mb
0,catch24_drift,HDDMAverage,332066,312,790.4404335021973,39283,312,93.50824356079102,815.9536514282227
1,catch24_drift,HDDMAverage,332742,312,792.0495643615723,38607,312,91.89911270141602,815.9536514282227
2,catch24_drift,HDDMAverage,333172,312,793.0731239318848,38177,312,90.87555313110352,815.9536514282227
3,catch24_drift,HDDMAverage,333401,312,793.6182289123535,37948,312,90.33044815063477,815.9536514282227
4,catch24_drift,HDDMAverage,334633,312,796.5508460998535,36716,312,87.39783096313477,815.9536514282227
5,catch24_drift,HDDMAverage,337034,312,802.2661170959473,34315,312,81.68255996704102,815.9536514282227
6,catch24_drift,HDDMAverage,334845,312,797.0554847717285,36504,312,86.89319229125977,815.9536514282227
7,catch24_drift,HDDMAverage,334920,312,797.2340126037598,36429,312,86.71466445922852,815.9536514282227
8,catch24_drift,HDDMAverage,333728,312,794.3966102600098,37621,312,89.55206680297852,815.9536514282227
9,catch24_drift,HDDMAverage,335600,312,798.8526649475098,35749,312,85.09601211547852,815.9536514282227
