run,labels,RF
D_recorrente_D_,"[0.0, 1.0, 2.0, 3.0]","[[13511, 1435, 1123, 2369], [1150, 10641, 1855, 1315], [489, 2058, 11074, 1339], [1352, 1355, 1319, 15374]]"
