scenario,detector_name,best_macro_f1
drift_ot,ADWIN,0.7322649562564079
catch24_drift_ot,ADWIN,0.8321937698275346
drift_ot,PageHinkley,0.8127126212512813
catch24_drift_ot,PageHinkley,0.9027494072200447
drift_ot,KSWIN,0.7007016502115155
catch24_drift_ot,KSWIN,0.8192584060550535
drift_ot,CUSUM,0.7820694570432485
catch24_drift_ot,CUSUM,0.8955121639473681
drift_ot,EWMAChart,0.6707442173696941
catch24_drift_ot,EWMAChart,0.7984350713161409
drift_ot,GeometricMovingAverage,0.7448673973664077
catch24_drift_ot,GeometricMovingAverage,0.8345432965084176
drift_ot,HDDMAverage,0.7741825189723096
catch24_drift_ot,HDDMAverage,0.8650866847826931
drift_ot,HDDMWeighted,0.6378062741130673
catch24_drift_ot,HDDMWeighted,0.7592255819481812
drift_ot,SEED,0.7316313984146513
catch24_drift_ot,SEED,0.8382247742726829
