fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,catch24_drift,KSWIN,26.92690364830196,515676,0.05221670903494047
1,catch24_drift,KSWIN,25.814486788585782,511718,0.05044670460797897
2,catch24_drift,KSWIN,25.86126352660358,520408,0.04969420824930358
3,catch24_drift,KSWIN,25.43583432212472,514751,0.049413860919405146
4,catch24_drift,KSWIN,25.652062414214015,514061,0.049900814133369414
5,catch24_drift,KSWIN,25.485618632286787,519228,0.04908367544178432
6,catch24_drift,KSWIN,26.01212860457599,517514,0.050263623021939485
7,catch24_drift,KSWIN,26.254070285707712,519012,0.05058470764781491
8,catch24_drift,KSWIN,28.56709269247949,520285,0.05490662366295298
9,catch24_drift,KSWIN,25.596006840467453,517901,0.04942258624808111
