scenario,detector,mem_X_train_mb__mean,mem_X_train_mb__std,mem_X_train_mb__max,mem_X_train_mb__min,mem_X_test_mb__mean,mem_X_test_mb__std,mem_X_test_mb__max,mem_X_test_mb__min,n_train_cols__max,mem_catch22_cache_mb__mean
baseline,,19.799068450927734,0.1107148618477688,19.92695999145508,19.595462799072266,2.200008392333985,0.11071486184776753,2.403614044189453,2.0721168518066406,5,0.0
catch24,,473.0488929748535,2.6571566843464,476.11828994750977,468.1623573303223,52.561100006103516,2.6571566843464205,57.447635650634766,49.49170303344727,120,525.6122589111328
catch24_drift,CUSUM,512.4696235656738,2.878586408041954,515.7948036193848,507.1758766174317,56.94118118286133,2.878586408041958,62.23492813110352,53.61600112915039,130,525.6122589111328
drift,GeometricMovingAverage,39.5980110168457,0.22142972369553532,39.85379409790039,39.190799713134766,4.399890899658203,0.2214297236955352,4.807102203369141,4.144107818603516,10,0.0
