run,fold,test_bases,n_train_samples,n_test_samples,n_features_common_train,n_features_after_nan_train
I_D_I_,0,[0],44128,4027,104,104
I_D_I_,1,[1],44115,4040,104,104
I_D_I_,2,[2],44089,4066,104,104
I_D_I_,3,[3],44206,3949,104,104
I_D_I_,4,[4],44063,4092,104,104
I_D_I_,5,[5],44050,4105,104,104
I_D_I_,6,[6],44089,4066,104,104
I_D_I_,7,[7],44271,3884,104,104
I_D_I_,8,[8],44050,4105,104,104
I_D_I_,9,[9],44258,3897,104,104
I_D_I_,10,[10],44115,4040,104,104
I_D_I_,11,[11],44271,3884,104,104
