RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.9098567585567521,0.9576813382583136,0.8597527387262313,0.7870623589247719,0.6813948173953429,0.8801348845255459,0.876098724072199,0.8513817389063959,0.6463097084420205,0.9987089507239919,0.398310086266623,0.5630442782458928,usc_had
