scenario,detector_name,best_macro_f1
drift_ot,ADWIN,0.7551023991158916
catch24_drift_ot,ADWIN,0.7119502038952421
drift_ot,PageHinkley,0.8015294263425057
catch24_drift_ot,PageHinkley,0.6838422980371873
drift_ot,KSWIN,0.7318645406931843
catch24_drift_ot,KSWIN,0.6731995591136888
drift_ot,CUSUM,0.6820650755678942
catch24_drift_ot,CUSUM,0.6934302154464247
drift_ot,EWMAChart,0.6543257298585645
catch24_drift_ot,EWMAChart,0.663861473964298
drift_ot,GeometricMovingAverage,0.8299856934028069
catch24_drift_ot,GeometricMovingAverage,0.686899426495128
drift_ot,HDDMAverage,0.7892635397876463
catch24_drift_ot,HDDMAverage,0.7591692950132137
drift_ot,HDDMWeighted,0.8158199115809899
catch24_drift_ot,HDDMWeighted,0.6981945896389056
drift_ot,SEED,0.7231159532758024
catch24_drift_ot,SEED,0.7235006796438963
