scenario,detector,mem_X_train_mb__mean,mem_X_train_mb__std,mem_X_train_mb__max,mem_X_train_mb__min,mem_X_test_mb__mean,mem_X_test_mb__std,mem_X_test_mb__max,mem_X_test_mb__min,n_train_cols__max,mem_catch22_cache_mb__mean
baseline,,19.799068450927734,0.1107148618477688,19.92695999145508,19.595462799072266,2.200008392333985,0.11071486184776753,2.403614044189453,2.0721168518066406,5,0.0
catch24,,473.3784828186035,2.657156684346435,476.44787979125977,468.49194717407227,52.597721099853516,2.6571566843464205,57.484256744384766,49.52832412719727,120,525.9784698486328
catch24_drift,KSWIN,512.8266792297363,2.8785864080419667,516.1518592834473,507.5329322814941,56.98085403442383,2.878586408041957,62.274600982666016,53.65567398071289,130,525.9784698486328
drift,GeometricMovingAverage,39.5980110168457,0.22142972369553532,39.85379409790039,39.190799713134766,4.399890899658203,0.2214297236955352,4.807102203369141,4.144107818603516,10,0.0
