scenario,detector,t_fit_scaler_s__sum,t_fit_scaler_s__mean,t_fit_scaler_s__std,t_deteccao_s__sum,t_deteccao_s__mean,t_deteccao_s__std,t_extracao_treino_s__sum,t_extracao_treino_s__mean,t_extracao_treino_s__std,t_extracao_teste_s__sum,t_extracao_teste_s__mean,t_extracao_teste_s__std,t_total_extracao_s__sum,t_total_extracao_s__mean,t_total_extracao_s__std,t_por_amostra_treino_ms__mean,t_por_amostra_treino_ms__std,t_por_amostra_teste_ms__mean,t_por_amostra_teste_ms__std,n_train_samples__sum,n_test_samples__sum
catch24_drift,KSWIN,0.299009703099727,0.029900970309972703,0.00959098774540631,5757.444273389876,575.7444273389876,2.880393692387378,25.765875224024057,2.5765875224024057,0.02952871608961483,2.8271969966590405,0.28271969966590405,0.016840153928351663,5786.336355313659,578.6336355313658,2.8618864044633416,0.0049831600407048895,4.62496324111125e-05,0.0049193885855107105,7.65390433904487e-05,5170554,574506
drift,GeometricMovingAverage,0.2769455518573518,0.02769455518573518,0.008316505129237418,209.00297120958567,20.900297120958566,0.07953868965028774,20.476517835631967,2.0476517835631967,0.017920609955265586,2.267253806814551,0.2267253806814551,0.013067029526681184,232.02368840388954,23.202368840388953,0.08418047538650646,0.00394522120949625,2.2015814944561614e-05,0.00393054777610921,5.6470737412862746e-05,5190174,576686
