scenario,detector_name,best_macro_f1
drift_ot,ADWIN,0.6432041659615103
catch24_drift_ot,ADWIN,0.7627794542361769
drift_ot,PageHinkley,0.6295444228167355
catch24_drift_ot,PageHinkley,0.7629175152144658
drift_ot,KSWIN,0.6303732014736328
catch24_drift_ot,KSWIN,0.7629175152144658
drift_ot,CUSUM,0.629553203659508
catch24_drift_ot,CUSUM,0.7629175152144658
drift_ot,EWMAChart,0.6340330691755951
catch24_drift_ot,EWMAChart,0.7629175152144658
drift_ot,GeometricMovingAverage,0.6334542624097915
catch24_drift_ot,GeometricMovingAverage,0.7629175152144658
drift_ot,HDDMAverage,0.6474137836700312
catch24_drift_ot,HDDMAverage,0.7636237641199434
drift_ot,HDDMWeighted,0.6589675908080743
catch24_drift_ot,HDDMWeighted,0.7557718838712123
drift_ot,SEED,0.6730988796758446
catch24_drift_ot,SEED,0.7549622836072473
