scenario,detector_name,best_macro_f1
catch24,baseline,0.7446261704001524
drift,ADWIN,0.6227889260222215
catch24_drift,ADWIN,0.7557582198957573
drift,PageHinkley,0.6250533178641876
catch24_drift,PageHinkley,0.7593562096744596
drift,KSWIN,0.6190493666738329
catch24_drift,KSWIN,0.7557582198957573
drift,CUSUM,0.7016146986334914
catch24_drift,CUSUM,0.7707586702595972
drift,EWMAChart,0.6193419694890724
catch24_drift,EWMAChart,0.7557582198957573
drift,GeometricMovingAverage,0.6723759319653504
catch24_drift,GeometricMovingAverage,0.7709591689888419
drift,HDDMAverage,0.6388843654359206
catch24_drift,HDDMAverage,0.7551631411447096
drift,HDDMWeighted,0.6342278172799417
catch24_drift,HDDMWeighted,0.7557582198957573
drift,SEED,0.6190227294081568
catch24_drift,SEED,0.7557582198957573
baseline,baseline,0.6350878916719251
