run,fold,test_bases,RF
D_abrupto_I_,0,[0],0.1335149863760218
D_abrupto_I_,1,[1],0.26129032258064516
D_abrupto_I_,2,[2],0.38936063936063936
D_abrupto_I_,3,[3],0.17716630461018584
D_abrupto_I_,4,[4],0.24760306807286672
D_abrupto_I_,5,[5],0.1476843100189036
D_abrupto_I_,6,[6],0.17860623781676413
D_abrupto_I_,7,[7],0.2906167506599472
D_abrupto_I_,8,[8],0.32377866400797606
D_abrupto_I_,9,[9],0.08370773232442658
D_abrupto_I_,10,[10],0.13196842624568328
D_abrupto_I_,11,[11],0.3119241905764675
