fold,scenario,detector,n_train_rows,n_train_cols,mem_X_train_mb,n_test_rows,n_test_cols,mem_X_test_mb,mem_catch22_cache_mb
0,catch24_drift,CUSUM,732515,156,871.8288917541504,79229,156,94.29733657836914,891.812370300293
1,catch24_drift,CUSUM,736410,156,876.4646644592285,75334,156,89.66156387329102,891.812370300293
2,catch24_drift,CUSUM,741333,156,882.3239479064941,70411,156,83.80228042602539,891.812370300293
3,catch24_drift,CUSUM,737660,156,877.9523963928223,74084,156,88.17383193969727,891.812370300293
4,catch24_drift,CUSUM,733809,156,873.3689918518066,77935,156,92.75723648071289,891.812370300293
5,catch24_drift,CUSUM,724961,156,862.8382301330566,86783,156,103.28799819946289,891.812370300293
6,catch24_drift,CUSUM,723935,156,861.6170997619629,87809,156,104.50912857055664,891.812370300293
7,catch24_drift,CUSUM,727719,156,866.1207618713379,84025,156,100.00546646118164,891.812370300293
8,catch24_drift,CUSUM,721241,156,858.4107398986816,90503,156,107.71548843383789,891.812370300293
9,catch24_drift,CUSUM,726113,156,864.2093238830566,85631,156,101.91690444946289,891.812370300293
