RF__class_0,RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.07930505484090132,0.5523442049783103,0.7583867320460966,0.8929773587021368,0.7428800923495069,0.6213591587215279,0.7267108788577799,0.8849300102197519,0.6946224197021881,0.7540032043604172,0.6463171164665571,0.7432062377660167,0.14080910864993046,dados_mhealth
