scenario,detector_name,best_macro_f1
drift_ot,ADWIN,0.2946843733067859
catch24_drift_ot,ADWIN,0.29697584705174124
drift_ot,PageHinkley,0.28515872053359825
catch24_drift_ot,PageHinkley,0.29526170864818696
drift_ot,KSWIN,0.28823395129508766
catch24_drift_ot,KSWIN,0.3124977301732271
drift_ot,CUSUM,0.3625157307288856
catch24_drift_ot,CUSUM,0.34375343462441615
drift_ot,EWMAChart,0.28758717007530793
catch24_drift_ot,EWMAChart,0.3587162895220011
drift_ot,GeometricMovingAverage,0.2904384780754142
catch24_drift_ot,GeometricMovingAverage,0.3124977301732271
drift_ot,HDDMAverage,0.3744323556521214
catch24_drift_ot,HDDMAverage,0.30967755572186545
drift_ot,HDDMWeighted,0.30351365929833274
catch24_drift_ot,HDDMWeighted,0.315587185535203
drift_ot,SEED,0.28406727635192774
catch24_drift_ot,SEED,0.30129418655916645
