RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.9638005376243653,0.6922760018535816,0.5768037201503781,0.01863258633714825,0.2600436300446866,0.28642901741959514,0.0,0.7186159259359508,0.4414964380515731,0.9184520191553593,0.6774387675108916,0.6672393317992682,usc_had
