scenario,detector,n_folds,n_cols_features,mem_X_train_mb_mean,mem_X_train_mb_std,mem_X_train_mb_max,mem_X_train_mb_min,mem_X_test_mb_mean,mem_X_test_mb_std,mem_X_test_mb_max,mem_X_test_mb_min,mem_catch22_cache_mb
catch24,,10,144,803.2211219787598,7.36982939145483,815.0461463928223,792.9724159240723,89.24690322875976,7.369829391454829,99.49560928344727,77.42187881469727,892.471549987793
