scenario,detector,n_folds,t_fit_total_todos_folds_s,t_fit_mean_s,t_fit_std_s,t_fit_por_amostra_ms_mean
catch24,,10,716.2121254354715,71.62121254354716,2.1071192765335103,0.09796557643962714
