run,fold,RF
HDDMAverage,0.0,0.7677619216901123
HDDMAverage,1.0,0.9162575318009372
HDDMAverage,2.0,0.8871234433937891
HDDMAverage,3.0,0.7970529835928519
HDDMAverage,4.0,0.8783084080216574
HDDMAverage,5.0,0.9370365340214586
HDDMAverage,6.0,0.7477770674725402
HDDMAverage,7.0,0.7617408409146791
HDDMAverage,8.0,0.7646189224704336
HDDMAverage,9.0,0.927439024390244
