run,fold,RF
HDDMAverage,0.0,0.7528353712497046
HDDMAverage,1.0,0.8966415556216784
HDDMAverage,2.0,0.8873385412927988
HDDMAverage,3.0,0.7439082693508029
HDDMAverage,4.0,0.8584767582031378
HDDMAverage,5.0,0.9327479822035448
HDDMAverage,6.0,0.7407082367934875
HDDMAverage,7.0,0.7430596938640884
HDDMAverage,8.0,0.7490614242410305
HDDMAverage,9.0,0.925586880250431
