run,labels,RF
I_abrupto_D_,"[0.0, 1.0, 2.0, 3.0]","[[4386, 1242, 4451, 958], [1715, 4428, 3267, 1627], [3296, 815, 5483, 1443], [2084, 2638, 3644, 2671]]"
