fold,scenario,detector,n_train_rows,n_train_cols,mem_X_train_mb,n_test_rows,n_test_cols,mem_X_test_mb,mem_catch22_cache_mb
0,catch24_drift,SEED,7593,174,10.079944610595703,2522,174,3.3481178283691406,31.48678207397461
1,catch24_drift,SEED,6941,174,9.214405059814453,3174,174,4.213657379150391,31.48678207397461
2,catch24_drift,SEED,7594,174,10.08127212524414,2521,174,3.346790313720703,31.48678207397461
3,catch24_drift,SEED,7660,155,9.05850601196289,2455,155,2.903301239013672,31.48678207397461
4,catch24_drift,SEED,7609,174,10.101184844970703,2506,174,3.3268775939941406,31.48678207397461
5,catch24_drift,SEED,6276,176,8.427371978759766,3839,176,5.155033111572266,31.48678207397461
6,catch24_drift,SEED,5624,195,8.367130279541016,4491,195,6.681529998779297,31.48678207397461
7,catch24_drift,SEED,6277,176,8.428714752197266,3838,176,5.153690338134766,31.48678207397461
8,catch24_drift,SEED,6343,172,8.32376480102539,3772,172,4.949954986572266,31.48678207397461
9,catch24_drift,SEED,6292,193,9.26492691040039,3823,193,5.629390716552734,31.48678207397461
