scenario,detector,n_folds,n_cols_features,mem_X_train_mb_mean,mem_X_train_mb_std,mem_X_train_mb_max,mem_X_train_mb_min,mem_X_test_mb_mean,mem_X_test_mb_std,mem_X_test_mb_max,mem_X_test_mb_min,mem_catch22_cache_mb
catch24_drift,SEED,10,174,9.134722137451172,0.7452221036428186,10.101184844970703,8.32376480102539,4.470834350585937,1.236002041875911,6.681529998779297,2.903301239013672,31.48678207397461
