fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,catch24_drift,SEED,0.0029128435999155045,1.2659233622252941,0.16578546352684498,0.055998243391513824,1.4906199127435684,7593,2522,0.021833987031060844,0.022203903010116505,4.956868028268218
1,catch24_drift,SEED,0.002906953915953636,1.2573765832930803,0.15379730239510536,0.06467931717634201,1.4787601567804813,6941,3174,0.022157801814595212,0.020377856703321363,4.956868028268218
2,catch24_drift,SEED,0.002972148358821869,1.2556865587830544,0.15339670702815056,0.05361769534647465,1.4656731095165014,7594,2521,0.020199724391381426,0.02126842338217955,4.956868028268218
3,catch24_drift,SEED,0.003057710826396942,1.264391066506505,0.1640328262001276,0.056487176567316055,1.4879687801003456,7660,2455,0.021414207075734673,0.02300903322497599,4.956868028268218
4,catch24_drift,SEED,0.003013385459780693,1.255768122151494,0.1538592353463173,0.0536235049366951,1.466264247894287,7609,2506,0.020220690675031842,0.02139804666268759,4.956868028268218
5,catch24_drift,SEED,0.0029803942888975143,1.2523055709898472,0.13417003117501736,0.07428059913218021,1.4637365955859423,6276,3839,0.021378271379065863,0.01934894481171665,4.956868028268218
6,catch24_drift,SEED,0.0027983691543340683,1.2549692541360855,0.12569566629827023,0.08436723239719868,1.4678305219858885,5624,4491,0.022349869540944207,0.018785845557158468,4.956868028268218
7,catch24_drift,SEED,0.0028855036944150925,1.2500032186508179,0.13676836155354977,0.07734907418489456,1.4670061580836773,6277,3838,0.02178881018855341,0.020153484675584827,4.956868028268218
8,catch24_drift,SEED,0.0028129201382398605,1.2408712450414896,0.13384684920310974,0.07426087558269501,1.4517918899655342,6343,3772,0.021101505471087773,0.01968740073772402,4.956868028268218
9,catch24_drift,SEED,0.002830246463418007,1.2427455354481936,0.13273394480347633,0.07517702504992485,1.4534867517650127,6292,3823,0.02109566827772987,0.01966440623853645,4.956868028268218
