run,labels,RF
ward,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[[45030, 6397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5264, 34167, 1053, 7278, 292, 0, 0, 0, 1248, 0, 0, 0, 1044], [0, 1727, 48288, 380, 14, 12, 0, 2, 0, 0, 0, 0, 0], [0, 7610, 375, 18924, 5687, 1201, 0, 70, 0, 1316, 347, 269, 1399], [0, 268, 7, 1170, 44052, 1010, 723, 0, 21, 650, 7, 223, 79], [0, 0, 2, 0, 1364, 44654, 472, 376, 99, 651, 0, 1, 0], [5, 0, 7, 35, 3483, 333, 40520, 11, 815, 29, 0, 0, 0], [141, 2, 0, 39, 36, 5844, 23, 39254, 1711, 4, 0, 1, 0], [163, 5, 496, 2946, 2999, 923, 1370, 1376, 30632, 944, 1826, 240, 0], [0, 4, 54, 2909, 2602, 562, 345, 295, 3656, 24733, 1259, 3487, 7], [0, 31, 932, 771, 810, 531, 129, 36, 430, 4747, 12873, 10509, 995], [1014, 469, 2021, 293, 1521, 1040, 90, 2, 903, 1616, 2974, 26995, 2616], [386, 11152, 479, 5431, 3793, 707, 9, 0, 751, 2331, 1398, 5657, 8895]]"
