fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,baseline,,4.145781500265002,254136,0.016313239762430362
1,baseline,,3.556976068764925,251323,0.014153006564321311
2,baseline,,3.5065456479787827,253656,0.013824020121656034
3,baseline,,3.428772646933794,252286,0.013590816164724932
4,baseline,,3.4603129886090755,250681,0.013803650809630868
5,baseline,,3.6689031831920147,252555,0.014527145307723128
6,baseline,,3.546186363324523,252988,0.014017211738598365
7,baseline,,3.5424717646092176,252043,0.014055029358519053
