RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.9364329656653275,0.6740156185278711,0.40852891360302257,0.5615448968427094,0.033771866647038615,0.07083922369546186,0.6153679907037654,0.6416276678010407,pamap2D
