RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.99175245213756,0.8669899763855734,0.7603434166687013,0.9774996388354099,0.9170934360984092,0.8840921315458837,0.8294091909093693,0.8428319273018877,pamap2D
