scenario,detector_name,best_macro_f1
catch24,baseline,0.6859199042123156
drift,ADWIN,0.616237470626071
catch24_drift,ADWIN,0.7197752082968073
drift,PageHinkley,0.6410228126865694
catch24_drift,PageHinkley,0.701859237823796
drift,KSWIN,0.5783440490575846
catch24_drift,KSWIN,0.7018694440052315
drift,CUSUM,0.5850054552345296
catch24_drift,CUSUM,0.723102874513059
drift,EWMAChart,0.5887223053103301
catch24_drift,EWMAChart,0.7020268386370397
drift,GeometricMovingAverage,0.5976469824982283
catch24_drift,GeometricMovingAverage,0.7018694440052315
drift,HDDMAverage,0.6176656662308546
catch24_drift,HDDMAverage,0.7344030998058076
drift,HDDMWeighted,0.5855698374879323
catch24_drift,HDDMWeighted,0.7018694440052315
drift,SEED,0.6099804881020655
catch24_drift,SEED,0.7353063778051033
baseline,baseline,0.5878888864306776
