run,fold,RF
PageHinkley,0.0,0.7102583948094815
PageHinkley,1.0,0.7046201064815444
PageHinkley,2.0,0.591166854381133
PageHinkley,3.0,0.753052519239263
PageHinkley,4.0,0.7744549651339288
PageHinkley,5.0,0.5498450331253949
PageHinkley,6.0,0.5886504181756571
PageHinkley,7.0,0.5463507324315622
PageHinkley,8.0,0.3229692283830677
PageHinkley,9.0,0.7998283040895585
