run,fold,RF
PageHinkley,0.0,0.7315778782184754
PageHinkley,1.0,0.7479915197500558
PageHinkley,2.0,0.6115330956440862
PageHinkley,3.0,0.8093322186226356
PageHinkley,4.0,0.8055300023654953
PageHinkley,5.0,0.6219204128751867
PageHinkley,6.0,0.6002789562387401
PageHinkley,7.0,0.6246482528754473
PageHinkley,8.0,0.3346200175208059
PageHinkley,9.0,0.8216595970307529
