fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,catch24,,0.0,0.0,0.02968374639749527,0.012145556509494781,0.04182930290699005,7593,2522,0.003909356828328101,0.004815843183780643,4.930211402475834
1,catch24,,0.0,0.0,0.01634315773844719,0.0049179233610630035,0.021261081099510193,6941,3174,0.002354582587299696,0.001549440252382799,4.930211402475834
2,catch24,,0.0,0.0,0.014424115419387817,0.006326405331492424,0.02075052075088024,7594,2521,0.0018994094573858069,0.0025094824797669275,4.930211402475834
3,catch24,,0.0,0.0,0.014421693980693817,0.006106875836849213,0.02052856981754303,7660,2455,0.0018827276737198196,0.0024875257991239155,4.930211402475834
4,catch24,,0.0,0.0,0.014416763558983803,0.006225155666470528,0.02064191922545433,7609,2506,0.0018946988512266792,0.002484100425566851,4.930211402475834
5,catch24,,0.0,0.0,0.015316549688577652,0.006261395290493965,0.021577944979071617,6276,3839,0.0024404954889384405,0.0016309964288861592,4.930211402475834
6,catch24,,0.0,0.0,0.015991900116205215,0.004929589107632637,0.020921489223837852,5624,4491,0.002843509977988125,0.0010976595652711283,4.930211402475834
7,catch24,,0.0,0.0,0.015054052695631981,0.0062408652156591415,0.021294917911291122,6277,3838,0.002398287827884655,0.001626072229197275,4.930211402475834
8,catch24,,0.0,0.0,0.014554748311638832,0.006126575171947479,0.02068132348358631,6343,3772,0.002294615846072652,0.0016242245948959384,4.930211402475834
9,catch24,,0.0,0.0,0.01442759856581688,0.0062567684799432755,0.020684367045760155,6292,3823,0.0022930067650694342,0.0016366122102912048,4.930211402475834
