phi_b,scaler_detectors,rf_n_estimators,rf_max_depth,rf_min_samples_split,rf_min_samples_leaf,rf_max_features,rf_bootstrap,best_value_mean_f1_macro
0.00010849855986084896,standard,87,7,2,4,sqrt,True,0.712781525669126
