scenario,detector,t_fit_scaler_s__sum,t_fit_scaler_s__mean,t_fit_scaler_s__std,t_deteccao_s__sum,t_deteccao_s__mean,t_deteccao_s__std,t_extracao_treino_s__sum,t_extracao_treino_s__mean,t_extracao_treino_s__std,t_extracao_teste_s__sum,t_extracao_teste_s__mean,t_extracao_teste_s__std,t_total_extracao_s__sum,t_total_extracao_s__mean,t_total_extracao_s__std,t_por_amostra_treino_ms__mean,t_por_amostra_treino_ms__std,t_por_amostra_teste_ms__mean,t_por_amostra_teste_ms__std,n_train_samples__sum,n_test_samples__sum
catch24_drift,GeometricMovingAverage,0.3394300285726781,0.042428753571584765,0.0012621826614283114,219.7949635554105,27.474370444426313,0.11490373506079811,28.298553742468357,3.5373192178085446,0.02421150436736358,4.054034773260355,0.5067543466575444,0.02235408633047988,252.4869820997119,31.560872762463987,0.12283683358526734,0.01406173439750355,5.928268312140396e-05,0.014097838293931438,0.0002671530398586278,2012444,287492
drift,GeometricMovingAverage,0.3631539922207589,0.04539424902759486,0.000713863361761223,219.58131226710975,27.44766403338872,0.19249622163788577,21.430387161672115,2.6787983952090144,0.012252879030354002,3.055067490786314,0.38188343634828925,0.015957538359104396,244.42992091178894,30.553740113973618,0.20323417971781926,0.010610960300899875,5.2968840418665126e-05,0.010586307752049938,0.00016867181559102165,2019668,288524
