RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,RF__class_13,run
0.9309367231389688,0.844048490695946,0.9156305215812266,0.951717361241425,0.9525475451677025,0.9655429490461561,0.9673818063259059,0.9604227361213697,0.915931277368599,0.9039092582684919,0.9301263630473111,0.9209748140635619,0.9437969712783854,ward
