scenario,detector,n_folds,t_fit_total_todos_folds_s,t_fit_mean_s,t_fit_std_s,t_fit_por_amostra_ms_mean
catch24_drift,ADWIN,11,9.126990351825953,0.8297263956205412,0.05939563953079058,0.038577845267712824
