feature,feature_importance_mdi
sdu002_1,0.09851757819958636
score_sdp002,0.09574129059048418
score_sdu002_2,0.09181376761971681
score_sdu002_1,0.0763387238002542
score_sdt002,0.0627357738099725
sdu002_1__mean,0.052386410683414084
sdp002__mean,0.03598323332106547
sdp002__SD,0.026767882135153125
score_sdt003,0.025832903980204838
sdu002_1__forecast_error,0.0245494766319068
sdu002_1__acf_timescale,0.02432365178435116
sdp002,0.02269485107809312
sdt002__mean,0.022288873229264712
sdu002_1__embedding_dist,0.021235261752567573
sdu002_1__centroid_freq,0.01796963416129631
sdu002_1__low_freq_power,0.01792694940651751
sdp002__stretch_decreasing,0.014238657391109227
sdu002_1__acf_first_min,0.014214285337687645
sdu002_1__stretch_high,0.014025669626646925
sdu002_1__ami2,0.013129715173053003
sdu002_1__entropy_pairs,0.012677045050440922
sdp002__ami2,0.012347398829051583
sdt003,0.011657213200197901
sdt002,0.01155609343520216
sdp002__forecast_error,0.010251854726323081
sdt002__low_freq_power,0.00941177877385664
sdt002__acf_timescale,0.008308733089115741
sdt002__periodicity,0.008157704451722916
sdu002_1__high_fluctuation,0.007352765818155609
sdt002__outlier_timing_neg,0.007216849305990189
sdt002__SD,0.006915297316298788
sdt002__transition_matrix,0.006520457226059566
sdt002__entropy_pairs,0.006479858841198215
sdt002__forecast_error,0.006161795972922274
sdu002_1__trev,0.00568971714596685
sdp002__centroid_freq,0.005431958541385716
sdt003__mean,0.0048545228507318
sdp002__acf_first_min,0.004575230092792155
sdt002__outlier_timing_pos,0.0042049944121250234
sdp002__acf_timescale,0.003920401201942094
sdp002__embedding_dist,0.003841874705960498
sdt003__acf_timescale,0.003768856902112862
sdt002__ami2,0.0036122325816053524
sdu002_1__transition_matrix,0.0036000269477131017
sdt002__whiten_timescale,0.003336815188571983
sdu002_2__mean,0.0031816947468665184
sdu002_1__ami_timescale,0.003096395315652545
sdt002__embedding_dist,0.003089564054590488
sdu002_1__SD,0.003078009207267424
sdt002__centroid_freq,0.0028048105426041058
sdt002__stretch_high,0.0024213910534049855
sdt002__acf_first_min,0.002263195740505171
sdu002_1__outlier_timing_neg,0.002152493682026604
sdu002_1__stretch_decreasing,0.0020822930485460103
sdt002__high_fluctuation,0.002052151868734551
sdt003__SD,0.0018687960967616554
sdu002_2,0.0016920117812399443
sdp002__whiten_timescale,0.001648480879551356
sdp002__low_freq_power,0.0016172541566198176
sdt003__acf_first_min,0.001561271975056175
sdt002__trev,0.0015597940350661804
sdp002__periodicity,0.0014545379651835135
sdp002__trev,0.0012984734599841574
sdt002__mode_5,0.0012218834516230215
sdt002__ami_timescale,0.0011265124538699263
sdu002_1__outlier_timing_pos,0.0010237066310983423
sdt002__stretch_decreasing,0.0009931762628000243
sdt003__centroid_freq,0.0008261215054041866
sdt003__outlier_timing_pos,0.0007192464636740951
sdp002__entropy_pairs,0.000711389020367777
sdu002_1__periodicity,0.0006980606348985005
sdt003__whiten_timescale,0.0006839222324870696
sdu002_1__whiten_timescale,0.0006212044038263544
sdt002__mode_10,0.0006202253843904309
sdp002__high_fluctuation,0.0005246167156064351
sdt003__outlier_timing_neg,0.0005225412116640855
sdp002__stretch_high,0.0005210732452520293
sdu002_2__SD,0.00046710464468771107
sdu002_2__stretch_decreasing,0.00042594881277486217
sdp002__outlier_timing_pos,0.0004199798781609624
