fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,catch24_drift,ADWIN,0.004654331132769585,0.7632890027016401,0.13217843510210514,0.027851397171616554,0.9279731661081314,20890,4195,0.006327354480713506,0.0066391888370957225,73.49780611507595
1,catch24_drift,ADWIN,0.003054533153772354,0.7604879941791296,0.11260860785841942,0.0278091412037611,0.9039602763950825,19557,5528,0.0057579694154737135,0.005030597178683267,73.49780611507595
2,catch24_drift,ADWIN,0.0029668807983398438,0.7617853060364723,0.10451994463801384,0.0350672472268343,0.9043393786996603,18161,6924,0.00575518664379791,0.005064593764707437,73.49780611507595
3,catch24_drift,ADWIN,0.0038799960166215897,0.7620331738144159,0.14342325367033482,0.017775243148207664,0.92711166664958,22565,2520,0.006356005037462212,0.007053667915955422,73.49780611507595
4,catch24_drift,ADWIN,0.003195822238922119,0.7709866929799318,0.13504935428500175,0.01706746406853199,0.9262993335723877,22774,2311,0.005929979550584077,0.007385315477512761,73.49780611507595
5,catch24_drift,ADWIN,0.0032286494970321655,0.7658833470195532,0.12399017624557018,0.018375253304839134,0.9114774260669947,22231,2854,0.0055773548758746875,0.006438420919705373,73.49780611507595
6,catch24_drift,ADWIN,0.003190096467733383,0.7679055463522673,0.122731763869524,0.020101046189665794,0.9139284528791904,21848,3237,0.005617528554994691,0.006209776394706764,73.49780611507595
7,catch24_drift,ADWIN,0.0034465566277503967,0.7661909312009811,0.1274564266204834,0.01744845137000084,0.9145423658192158,22475,2610,0.005671031217819061,0.006685230409962007,73.49780611507595
8,catch24_drift,ADWIN,0.0031776633113622665,0.7678007837384939,0.13055719807744026,0.01664561964571476,0.9181812647730112,22684,2401,0.0057554751400740725,0.006932786191468038,73.49780611507595
9,catch24_drift,ADWIN,0.0038214679807424545,0.7691409792751074,0.13251905515789986,0.019083939492702484,0.9245654419064522,22141,2944,0.005985233510586688,0.006482316403771224,73.49780611507595
10,catch24_drift,ADWIN,0.003521287813782692,0.7697034161537886,0.13469337113201618,0.02126070111989975,0.9291787762194872,21758,3327,0.006190521699237806,0.006390352004779005,73.49780611507595
