run,fold,test_bases,RF
geotec_sw,0,"[0, 1]",0.7657174151150055
geotec_sw,1,"[2, 3]",0.7444139917313142
geotec_sw,2,"[4, 5]",0.6792483660130719
geotec_sw,3,"[6, 7]",0.7417974882260596
geotec_sw,4,"[8, 9]",0.6797298498178264
geotec_sw,5,"[10, 11]",0.7771244871198342
geotec_sw,6,"[12, 13]",0.713279293808089
geotec_sw,7,"[14, 15]",0.763776990009668
geotec_sw,8,"[16, 17]",0.7536339191769611
geotec_sw,9,"[18, 19]",0.7642823265640495
geotec_sw,10,"[20, 21, 22]",0.7898588604286461
