run,fold,test_bases,n_train_samples,n_test_samples,n_features_common_train,n_features_after_nan_train
geotec_sw,0,"[0, 1]",244293,18260,12,12
geotec_sw,1,"[2, 3]",241026,21527,12,12
geotec_sw,2,"[4, 5]",238073,24480,12,12
geotec_sw,3,"[6, 7]",237073,25480,12,12
geotec_sw,4,"[8, 9]",240047,22506,12,12
geotec_sw,5,"[10, 11]",238912,23641,12,12
geotec_sw,6,"[12, 13]",238990,23563,12,12
geotec_sw,7,"[14, 15]",240832,21721,12,12
geotec_sw,8,"[16, 17]",236892,25661,12,12
geotec_sw,9,"[18, 19]",239360,23193,12,12
geotec_sw,10,"[20, 21, 22]",230032,32521,12,12
