scenario,detector,n_folds,t_fit_total_todos_folds_s,t_fit_mean_s,t_fit_std_s,t_fit_por_amostra_ms_mean
baseline,,8,44.06227105297148,5.507783881621435,0.16581405779701913,0.02181595533126702
