run,fold,RF
GeometricMovingAverage,0.0,0.6037700873706447
GeometricMovingAverage,1.0,0.7600195410203419
GeometricMovingAverage,2.0,0.4741653327697557
GeometricMovingAverage,3.0,0.7000604833440662
GeometricMovingAverage,4.0,0.7047518162230137
GeometricMovingAverage,5.0,0.749594103030448
GeometricMovingAverage,6.0,0.527776301786927
GeometricMovingAverage,7.0,0.411731851851157
GeometricMovingAverage,8.0,0.2293669741497311
GeometricMovingAverage,9.0,0.7906376659097304
