RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_5,RF__class_6,RF__class_7,RF__class_8,RF__class_9,RF__class_10,RF__class_11,RF__class_12,run
0.8550109240847694,0.7244903203999042,0.6131700717089685,0.8043332929047772,0.8230913084398311,0.9662359618108016,0.0,0.0,0.5957237681025778,0.36341286037721854,0.3486693485282236,0.47718355647997235,smartphone
