fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,drift,GeometricMovingAverage,9.624733304604888,517638,0.018593560180289872
1,drift,GeometricMovingAverage,9.71342434361577,513680,0.01890948517290097
2,drift,GeometricMovingAverage,10.127493737265468,522370,0.019387586839338913
3,drift,GeometricMovingAverage,9.782184012234211,516713,0.018931561644925154
4,drift,GeometricMovingAverage,9.599841272458434,516023,0.01860351432486233
5,drift,GeometricMovingAverage,10.055646060034633,521190,0.019293628158703415
6,drift,GeometricMovingAverage,9.718241693452,519476,0.018707778017563854
7,drift,GeometricMovingAverage,9.782354023307562,520974,0.018777048419513376
8,drift,GeometricMovingAverage,9.80089451186359,522247,0.018766779918053315
9,drift,GeometricMovingAverage,9.60376438125968,519863,0.01847364475113574
