fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,drift,GeometricMovingAverage,0.035685064271092415,20.472128918394446,2.3848854415118694,0.27430332265794277,23.16700274683535,517638,59048,0.004607245684265586,0.004645429526113378,0.0
1,drift,GeometricMovingAverage,0.046759724617004395,20.48742468841374,2.3411955647170544,0.305043239146471,23.18042321689427,513680,63006,0.00455769265830294,0.004841495082158382,0.0
2,drift,GeometricMovingAverage,0.03460363484919071,20.396144477650523,2.3884940035641193,0.24940858595073223,23.068650702014565,522370,54316,0.004572418024703025,0.0045918069436396685,0.0
3,drift,GeometricMovingAverage,0.029158076271414757,20.46869003586471,2.366558214649558,0.28033197671175003,23.144738303497434,516713,59973,0.004580024529380058,0.004674303048234206,0.0
4,drift,GeometricMovingAverage,0.027907559648156166,20.395486870780587,2.383779050782323,0.27357639372348785,23.080749874934554,516023,60663,0.004619520933722573,0.004509773564174008,0.0
5,drift,GeometricMovingAverage,0.036783114075660706,20.475547512993217,2.3965385388582945,0.25537906400859356,23.164248229935765,521190,55496,0.004598205143725502,0.004601756234838431,0.0
6,drift,GeometricMovingAverage,0.04558638110756874,20.62003260664642,2.4003335647284985,0.26030254922807217,23.326255101710558,519476,57210,0.004620682312038474,0.004549948422095301,0.0
7,drift,GeometricMovingAverage,0.029016153886914253,20.37941369973123,2.3963661771267653,0.2561316005885601,23.06092763133347,520974,55712,0.004599780751298079,0.004597422468921599,0.0
8,drift,GeometricMovingAverage,0.0427919439971447,20.418927796185017,2.4037869684398174,0.24833195470273495,23.113838663324714,522247,54439,0.004602777935421012,0.004561655333542772,0.0
9,drift,GeometricMovingAverage,0.033632829785346985,20.295323885977268,2.3487889766693115,0.25149997137486935,22.929245663806796,519863,56823,0.004518092221737865,0.0044260241693481394,0.0
