scenario,detector,t_fit_pipeline_s__sum,t_fit_pipeline_s__mean,t_fit_pipeline_s__std,t_fit_por_amostra_ms__mean,t_fit_por_amostra_ms__std,n_train_samples__sum
catch24_drift,SEED,6.387781102210283,0.6387781102210284,0.1128708094037073,0.09367701842173319,0.011789041088296282,68209
drift,HDDMWeighted,3.1001481339335437,0.31001481339335435,0.007117595770151705,0.04578946551251825,0.004124419961318713,68309
