scenario,detector,mem_X_train_mb__mean,mem_X_train_mb__std,mem_X_train_mb__max,mem_X_train_mb__min,mem_X_test_mb__mean,mem_X_test_mb__std,mem_X_test_mb__max,mem_X_test_mb__min,n_train_cols__max,mem_catch22_cache_mb__mean
baseline,,0.8860916137695313,0.0973167833419681,0.9949226379394532,0.7308540344238281,0.42788848876953123,0.09731678334196807,0.5831260681152344,0.3190574645996094,17,0.0
catch24,,7.365384674072265,0.5937435653735916,8.12741470336914,6.678394317626953,3.616346740722656,1.044989910806542,5.516567230224609,2.2664756774902344,161,31.48678207397461
catch24_drift,SEED,9.134722137451172,0.7452221036428195,10.101184844970703,8.32376480102539,4.470834350585937,1.2360020418759108,6.681529998779297,2.903301239013672,195,31.48678207397461
drift,HDDMWeighted,1.772057342529297,0.1946335666839362,1.9897193908691408,1.4615821838378906,0.8556510925292968,0.1946335666839362,1.1661262512207031,0.6379890441894531,34,0.0
