RF__class_1,RF__class_2,RF__class_3,RF__class_4,RF__class_12,RF__class_13,RF__class_16,RF__class_17,run
0.9783235683568923,0.9195581491242769,0.884961217564207,0.9786807442554303,0.8719204230550313,0.8651223989167269,0.9212632721120533,0.9093518497317009,pamap2D
