fold,scenario,detector,t_fit_pipeline_s,n_train_samples,t_fit_por_amostra_ms
0,drift,HDDMAverage,15.430849272757769,332957,0.04634487117783308
1,drift,HDDMAverage,15.45089134015143,333633,0.04631104039513906
2,drift,HDDMAverage,15.485252710059285,334063,0.046354288592448986
3,drift,HDDMAverage,15.556925607845187,334292,0.04653693659389153
4,drift,HDDMAverage,15.537576299160719,335524,0.046308390157367936
5,drift,HDDMAverage,16.08020158112049,337925,0.047585119719229095
6,drift,HDDMAverage,15.876313792541623,335736,0.04728808883331434
7,drift,HDDMAverage,15.831006567925215,335811,0.047142608693357915
8,drift,HDDMAverage,15.549778727814555,334619,0.04647010100387173
9,drift,HDDMAverage,15.980922104790807,336491,0.047492866391050007
