fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,drift,HDDMAverage,0.10310055501759052,31.62594209983945,3.368098948150873,0.4021215923130512,35.499263195320964,332957,39382,0.010115717489498263,0.010210796615536318,0.0
1,drift,HDDMAverage,0.1040001604706049,31.422116793692112,3.308639246970415,0.3862281274050474,35.22098432853818,333633,38706,0.009917002355793387,0.009978507916215766,0.0
2,drift,HDDMAverage,0.10287929512560368,31.533099494874477,3.3369439132511616,0.38456035777926445,35.35748306103051,334063,38276,0.009988965893412804,0.010047036204913378,0.0
3,drift,HDDMAverage,0.10563865676522255,31.54006336070597,3.322798492386937,0.3831524979323149,35.351653007790446,334292,38047,0.009939808587662694,0.010070504847486395,0.0
4,drift,HDDMAverage,0.10937154479324818,31.45375839434564,3.320538178086281,0.36650541611015797,35.25017353333533,335524,36815,0.009896574248299022,0.009955328428905555,0.0
5,drift,HDDMAverage,0.1024891845881939,31.48231147788465,3.3880085200071335,0.3467387333512306,35.31954791583121,337925,34414,0.010025918532239797,0.01007551384178621,0.0
6,drift,HDDMAverage,0.10769118927419186,31.391769099980593,3.349878942593932,0.36335538513958454,35.2126946169883,335736,36603,0.009977717440470883,0.009926929080665097,0.0
7,drift,HDDMAverage,0.10444804653525352,31.645312936976552,3.371889527887106,0.36684513837099075,35.4884956497699,335811,36528,0.010041033581053349,0.010042847633897031,0.0
8,drift,HDDMAverage,0.10360872559249401,31.3882316891104,3.3480627238750458,0.3798502553254366,35.219753393903375,334619,37720,0.010005596585594499,0.010070261275859931,0.0
9,drift,HDDMAverage,0.10471037216484547,31.429662259295583,3.3540550488978624,0.35462768003344536,35.243055360391736,336491,35848,0.009967740738676109,0.009892537380982074,0.0
