alx,aly,alz,arx,ary,arz,glx,gly,glz,grx,gry,grz,score_alx,score_aly,score_alz,score_arx,score_ary,score_arz,score_glx,score_gly,score_glz,score_grx,score_gry,score_grz,n_test
0.012529477601981885,0.03576512681513482,0.04317449682619252,0.0298246385579897,0.03841200077375754,0.04162350151073678,0.01837892629083198,0.03087474862467371,0.018238853292373885,0.020858493716787118,0.04251843574288265,0.019993133792001492,0.07279499282661737,0.12255387321515449,0.08127948415852608,0.07100635209248168,0.05984451367617643,0.04434687455228909,0.01869983255037431,0.05140180887077098,0.05101960733798699,0.009453994786290497,0.04905576164379324,0.01635107074419482,39382
0.0064238320418416135,0.031635938963490144,0.04156993200913089,0.030130129953454547,0.035375523787719444,0.04785059527422737,0.0189087330942453,0.040065746197129194,0.015786474149737294,0.022107031374350054,0.03753292096058948,0.021163606725751974,0.06875413968541888,0.11491776748279377,0.08229303936844938,0.07092415190180601,0.06586647958054984,0.05055072487811017,0.01969062705703324,0.05644149303613357,0.04366115700481609,0.009786227669511482,0.04980271433211486,0.018761013471595363,38706
0.007086344370554357,0.033846822793425234,0.043807083939124226,0.0349357771032938,0.04553111792523114,0.046013979198986976,0.015444074604911298,0.031026838657874714,0.01458970088407982,0.022101212946607437,0.03981167095592436,0.018695904569942648,0.06871639501460701,0.12146831219191676,0.07957365663827488,0.07589780621326422,0.07368050072432558,0.04502789998909973,0.02228105383041563,0.04347632392573558,0.04280127420709496,0.00936873511356144,0.050975129597805716,0.013842384603942527,38276
0.007290318811834831,0.03660936050344055,0.04475200514286242,0.03939906730429552,0.043015070103210526,0.04609042878290156,0.013297548490598712,0.02875534241000385,0.012708856860754646,0.02013566148898878,0.03928556642397006,0.01844758053672713,0.07201782325218375,0.11746116712224504,0.07663393282793829,0.078607679241987,0.06603329925054044,0.05406116706138801,0.02109016968306854,0.04671439668795139,0.04457808137461013,0.011010077862060671,0.047179689720430684,0.014825709056007578,38047
0.013558898614561925,0.036304116109669916,0.0480045852980396,0.02553440030573156,0.03718264926138842,0.04696099277052546,0.021509780180197297,0.028102153139256236,0.015202327511127042,0.021015125067997516,0.03483999078488755,0.02140627384242822,0.07252086574504225,0.12042601441185415,0.07904679013120623,0.0780492556895773,0.057327440702257516,0.047271135481095086,0.02023575933623105,0.05118704186791602,0.045758404152270754,0.010084363247172407,0.051341869461243195,0.017129766888323242,36815
0.011279476419265673,0.03437929293393292,0.044458043293039436,0.028658905294713422,0.03867666543931661,0.044497381399056575,0.019740724707837127,0.03153379910346301,0.01876910266795834,0.026307085866465407,0.03927811256606165,0.027780238596032,0.07070688914454647,0.12216605469341338,0.06772838676945048,0.07451669357364898,0.0588677709340526,0.0410469097465569,0.01729264053203949,0.05596618922838234,0.05046665252256513,0.010696811790626133,0.04944092487071648,0.01574524790685944,34414
0.010594601777366031,0.04383592526887313,0.04516024576644158,0.02991053560341899,0.04035508637604506,0.04821908313572754,0.016140595353273023,0.028511777073753145,0.011531571040668704,0.02138983353366192,0.036293911140981856,0.02039009541897164,0.06819772480218254,0.12087539105545532,0.08252782989527728,0.07669659257798432,0.06311946555907082,0.04801129058888747,0.019919321162442313,0.04652676498814506,0.041419625924290965,0.009318903874676777,0.052718376956271386,0.018335451126133134,36603
0.011840562745010523,0.03238644889845194,0.044287348879900615,0.026432431178938565,0.0363692480697416,0.041622894062126506,0.022474641081389787,0.030815566686907804,0.016175943449170418,0.024893693942926565,0.03633261936232518,0.033945170199179156,0.06412254834721307,0.12832220520250964,0.07292612767610736,0.07622339731250108,0.06246656154004828,0.043576817697379804,0.023526270711311494,0.044809584487835875,0.043509057289483226,0.011400024197836832,0.04976399888210334,0.02177683809960139,36528
0.009599044299115464,0.03375772185539384,0.04527905880046906,0.030137482083875126,0.04135859138918114,0.04454773615885533,0.02045945381371302,0.029444426226278783,0.017305520086028234,0.021746013660238258,0.03837661747255802,0.0166910029916208,0.07112631031590583,0.1222638976466497,0.07897190343212268,0.07276725805847988,0.06288855076500323,0.04836610086764328,0.01914027711271025,0.046029001898094474,0.048937516808453894,0.010773504245058537,0.05221799498943508,0.017815015023116134,37720
0.010729286835763813,0.035653727604079866,0.04658348112784043,0.029133138271907614,0.04034631296950952,0.04335041302356103,0.01664875918934218,0.028515489565379203,0.015689169243789138,0.02088329106474538,0.03952608586962165,0.019140505835591116,0.07588844561721439,0.11584594062198354,0.07673815296546568,0.0745958194636381,0.06418477226694565,0.0551376918261012,0.020493717495890417,0.043028929338261995,0.04708144676258588,0.011185097533471862,0.052532702352151184,0.017087623155159236,35848
