fold,scenario,detector,t_fit_scaler_s,t_deteccao_s,t_extracao_treino_s,t_extracao_teste_s,t_total_extracao_s,n_train_samples,n_test_samples,t_por_amostra_treino_ms,t_por_amostra_teste_ms,t_catch22_extracao_unica_s
0,baseline,,0.0,0.0,0.005647163838148117,0.0006115157157182693,0.006258679553866386,27270,3030,0.00020708338240367133,0.00020182036822385127,0.0
1,baseline,,0.0,0.0,0.004925929009914398,0.0005248468369245529,0.005450775846838951,27270,3030,0.00018063546057625222,0.00017321677786288876,0.0
2,baseline,,0.0,0.0,0.005704572424292564,0.0005257520824670792,0.0062303245067596436,27270,3030,0.0002091885744148355,0.00017351553876801293,0.0
3,baseline,,0.0,0.0,0.0053733233362436295,0.0005696825683116913,0.005943005904555321,27270,3030,0.00019704155981824825,0.0001880140489477529,0.0
4,baseline,,0.0,0.0,0.0051337722688913345,0.0005269404500722885,0.005660712718963623,27270,3030,0.00018825714224023963,0.000173907739297785,0.0
5,baseline,,0.0,0.0,0.004960918799042702,0.0005228202790021896,0.005483739078044891,27270,3030,0.00018191854781968102,0.00017254794686540913,0.0
6,baseline,,0.0,0.0,0.004893383011221886,0.0005115773528814316,0.005404960364103317,27270,3030,0.00017944198794359682,0.0001688374101918916,0.0
7,baseline,,0.0,0.0,0.004968952387571335,0.0004989318549633026,0.0054678842425346375,27270,3030,0.0001822131421918348,0.00016466397853574343,0.0
8,baseline,,0.0,0.0,0.005561331287026405,0.0005469825118780136,0.006108313798904419,27270,3030,0.0002039358741117127,0.00018052228114785927,0.0
9,baseline,,0.0,0.0,0.004923904314637184,0.0005217716097831726,0.005445675924420357,27270,3030,0.0001805612143247959,0.00017220185141358831,0.0
