scenario,detector,t_fit_pipeline_s__sum,t_fit_pipeline_s__mean,t_fit_pipeline_s__std,t_fit_por_amostra_ms__mean,t_fit_por_amostra_ms__std,n_train_samples__sum
catch24_drift,ADWIN,9.126990351825953,0.8297263956205412,0.05939563953079057,0.0385778452677128,0.002778588031692093,237084
drift,ADWIN,3.677732871845364,0.33433935198594217,0.021302074490112538,0.015025381600577164,0.0014371824459183528,245804
